student_id,gender,grade,stream,class_name,class_section,class_size,subject,semester,visited_resources,announcements_viewed,discussion_participation,absence_days,weekly_study_hours,homework_completion_rate,final_score,caps_level,performance_class,is_pass
FHS1519,Female,Grade 11,Science,11A,A,45,Information Technology,Semester 2,75,60,56,Under-7,11.5,61,49,3,M,1
FHS1520,Female,Grade 11,Science,11A,A,38,Mathematics,Semester 1,60,69,71,Under-7,15.2,72,61,5,M,1
FHS1521,Female,Grade 11,Science,11A,A,35,Geography,Semester 2,63,35,43,Under-7,3.1,64,52,4,M,1
FHS1522,Female,Grade 11,Commerce,11B,B,42,Business Studies,Semester 2,12,68,22,Above-7,11.0,56,28,1,L,0
FHS1523,Female,Grade 11,Science,11A,A,38,English FAL,Semester 2,44,29,65,Under-7,13.3,71,57,4,M,1
FHS1524,Female,Grade 11,Science,11A,A,32,Mathematics,Semester 1,81,46,70,Under-7,10.8,67,43,3,M,1
FHS1525,Male,Grade 11,Commerce,11B,B,35,English FAL,Semester 2,59,49,75,Under-7,13.6,68,69,5,M,1
FHS1526,Male,Grade 11,Science,11A,A,35,Physical Sciences,Semester 1,0,32,25,Under-7,9.0,39,5,1,L,0
FHS1527,Female,Grade 11,Commerce,11B,B,45,Business Studies,Semester 2,98,71,81,Under-7,18.5,81,78,6,H,1
FHS1528,Male,Grade 11,Science,11A,A,38,Mathematics,Semester 2,22,43,28,Under-7,3.5,26,10,1,L,0
FHS1529,Female,Grade 11,Science,11A,A,38,Information Technology,Semester 1,67,66,53,Under-7,12.4,79,66,5,M,1
FHS1530,Male,Grade 11,Commerce,11B,B,38,Mathematical Literacy,Semester 2,34,90,52,Above-7,12.6,69,42,3,M,1
FHS1531,Male,Grade 11,Tourism,11C,C,35,English FAL,Semester 2,43,28,0,Under-7,12.9,62,41,3,M,1
FHS1532,Female,Grade 11,Science,11A,A,42,Life Orientation,Semester 1,99,77,96,Under-7,17.4,90,98,7,H,1
FHS1533,Male,Grade 11,Science,11A,A,35,Life Orientation,Semester 2,6,35,39,Under-7,9.8,48,36,2,L,0
FHS1534,Female,Grade 11,Science,11A,A,32,English FAL,Semester 2,52,30,68,Under-7,17.2,81,63,5,M,1
FHS1535,Male,Grade 11,Science,11A,A,38,Life Orientation,Semester 2,76,29,62,Under-7,17.1,95,76,6,H,1
FHS1536,Male,Grade 11,Science,11A,A,38,English FAL,Semester 1,63,78,90,Under-7,16.0,83,73,6,H,1
FHS1537,Male,Grade 11,Science,11A,A,38,Life Sciences,Semester 2,43,51,44,Under-7,16.9,41,55,4,M,1
FHS1538,Female,Grade 11,Tourism,11C,C,38,Mathematical Literacy,Semester 1,92,57,29,Under-7,19.6,90,75,6,H,1
FHS1539,Male,Grade 11,Science,11A,A,38,Mathematics,Semester 2,86,80,93,Under-7,14.9,87,84,7,H,1
FHS1540,Female,Grade 11,Tourism,11C,C,35,Life Orientation,Semester 2,60,48,61,Under-7,9.9,49,62,5,M,1
FHS1541,Female,Grade 11,Commerce,11B,B,42,Accounting,Semester 2,88,53,36,Under-7,15.8,54,51,4,M,1
FHS1542,Female,Grade 11,Commerce,11B,B,42,Economics,Semester 1,45,50,56,Under-7,14.8,67,51,4,M,1
FHS1543,Female,Grade 11,Commerce,11B,B,38,Business Studies,Semester 2,73,54,44,Under-7,13.1,59,63,5,M,1
FHS1544,Female,Grade 11,Tourism,11C,C,35,Geography,Semester 2,49,30,73,Above-7,13.6,55,36,2,L,0
FHS1545,Male,Grade 11,Science,11A,A,38,English FAL,Semester 1,63,91,66,Under-7,13.7,79,78,6,H,1
FHS1546,Male,Grade 11,Science,11A,A,35,English FAL,Semester 2,90,42,66,Under-7,22.2,87,71,6,H,1
FHS1547,Male,Grade 11,Tourism,11C,C,32,Tourism,Semester 1,30,43,17,Under-7,13.5,62,30,2,L,0
FHS1548,Male,Grade 11,Commerce,11B,B,48,Life Orientation,Semester 1,52,17,39,Under-7,3.0,71,34,2,L,0
FHS1549,Female,Grade 11,Science,11A,A,48,Information Technology,Semester 1,59,59,33,Under-7,13.4,83,59,4,M,1
FHS1550,Female,Grade 11,Commerce,11B,B,45,Mathematical Literacy,Semester 1,14,24,0,Under-7,2.0,36,9,1,L,0
FHS1551,Female,Grade 11,Tourism,11C,C,42,Geography,Semester 2,61,53,56,Under-7,10.7,57,52,4,M,1
FHS1552,Female,Grade 11,Science,11A,A,38,Physical Sciences,Semester 2,51,48,46,Under-7,13.9,49,30,2,L,0
FHS1553,Male,Grade 11,Science,11A,A,32,Physical Sciences,Semester 1,27,43,18,Under-7,2.9,40,22,1,L,0
FHS1554,Male,Grade 11,Science,11A,A,38,English FAL,Semester 1,79,37,48,Under-7,12.4,58,63,5,M,1
FHS1555,Female,Grade 11,Commerce,11B,B,32,English FAL,Semester 1,60,19,71,Under-7,16.5,62,62,5,M,1
FHS1556,Female,Grade 11,Commerce,11B,B,35,English FAL,Semester 2,76,35,59,Under-7,19.2,72,68,5,M,1
FHS1557,Male,Grade 11,Commerce,11B,B,42,Mathematical Literacy,Semester 1,57,17,29,Above-7,12.0,50,32,2,L,0
FHS1558,Male,Grade 11,Tourism,11C,C,45,Mathematical Literacy,Semester 2,48,52,89,Under-7,15.4,54,54,4,M,1
FHS1559,Female,Grade 11,Science,11A,A,35,Physical Sciences,Semester 1,98,59,77,Under-7,22.3,100,83,7,H,1
FHS1560,Male,Grade 11,Science,11A,A,42,Life Orientation,Semester 1,68,43,90,Above-7,13.9,54,47,3,M,1
FHS1561,Male,Grade 11,Tourism,11C,C,42,History,Semester 2,64,21,62,Under-7,12.2,62,53,4,M,1
FHS1562,Female,Grade 11,Commerce,11B,B,38,Life Orientation,Semester 2,84,63,65,Under-7,18.9,83,82,7,H,1
FHS1563,Male,Grade 11,Commerce,11B,B,35,Economics,Semester 1,71,42,63,Under-7,13.4,75,63,5,M,1
FHS1564,Female,Grade 11,Commerce,11B,B,45,English FAL,Semester 1,74,55,58,Above-7,19.4,90,54,4,M,1
FHS1565,Male,Grade 11,Science,11A,A,38,Life Sciences,Semester 1,30,40,43,Above-7,5.8,58,28,1,L,0
FHS1566,Male,Grade 11,Commerce,11B,B,42,Accounting,Semester 1,69,64,62,Under-7,17.7,81,70,6,H,1
FHS1567,Female,Grade 11,Science,11A,A,32,Mathematics,Semester 2,29,14,34,Under-7,7.4,50,22,1,L,0
FHS1568,Female,Grade 11,Commerce,11B,B,32,Economics,Semester 1,61,75,60,Under-7,9.7,52,64,5,M,1
FHS1569,Male,Grade 11,Science,11A,A,38,Mathematics,Semester 2,90,41,65,Under-7,22.8,94,77,6,H,1
FHS1570,Male,Grade 11,Science,11A,A,38,Geography,Semester 1,33,44,60,Under-7,14.4,56,58,4,M,1
FHS1571,Female,Grade 11,Commerce,11B,B,42,English FAL,Semester 1,73,53,80,Under-7,15.5,77,66,5,M,1
FHS1572,Male,Grade 11,Tourism,11C,C,45,Life Orientation,Semester 2,51,17,31,Under-7,15.6,62,60,5,M,1
FHS1573,Female,Grade 11,Commerce,11B,B,45,English FAL,Semester 2,63,72,83,Above-7,20.0,78,46,3,M,1
FHS1574,Male,Grade 11,Tourism,11C,C,35,Life Orientation,Semester 1,81,38,45,Under-7,14.4,74,62,5,M,1
FHS1575,Male,Grade 11,Commerce,11B,B,45,English FAL,Semester 1,48,61,32,Under-7,11.6,69,52,4,M,1
FHS1576,Male,Grade 11,Commerce,11B,B,35,Life Orientation,Semester 2,95,30,50,Under-7,22.1,88,78,6,H,1
FHS1577,Male,Grade 11,Tourism,11C,C,32,Life Orientation,Semester 2,53,5,50,Under-7,13.1,55,56,4,M,1
FHS1578,Female,Grade 11,Commerce,11B,B,38,Accounting,Semester 1,43,45,35,Under-7,3.4,36,23,1,L,0
FHS1579,Female,Grade 11,Science,11A,A,32,Information Technology,Semester 1,98,45,91,Under-7,16.7,90,88,7,H,1
FHS1580,Female,Grade 11,Tourism,11C,C,32,History,Semester 2,31,31,0,Above-7,6.8,40,5,1,L,0
FHS1581,Female,Grade 11,Science,11A,A,35,Mathematics,Semester 2,60,50,65,Under-7,11.7,75,50,4,M,1
FHS1582,Female,Grade 11,Tourism,11C,C,42,History,Semester 1,74,62,71,Under-7,18.0,75,71,6,H,1
FHS1583,Female,Grade 11,Tourism,11C,C,35,Geography,Semester 1,75,19,61,Under-7,13.6,50,62,5,M,1
FHS1584,Female,Grade 11,Commerce,11B,B,45,Business Studies,Semester 1,63,51,45,Under-7,17.4,68,64,5,M,1
FHS1585,Male,Grade 11,Science,11A,A,48,Geography,Semester 2,55,31,72,Above-7,16.0,71,34,2,L,0
FHS1586,Male,Grade 11,Tourism,11C,C,38,Geography,Semester 1,35,52,5,Above-7,10.1,44,14,1,L,0
FHS1587,Female,Grade 11,Science,11A,A,38,Physical Sciences,Semester 2,26,29,24,Under-7,5.6,28,26,1,L,0
FHS1588,Male,Grade 11,Science,11A,A,35,Information Technology,Semester 1,87,58,48,Under-7,16.7,91,62,5,M,1
FHS1589,Male,Grade 11,Commerce,11B,B,35,Mathematics,Semester 2,41,36,49,Above-7,2.7,57,9,1,L,0
FHS1590,Female,Grade 11,Commerce,11B,B,35,Business Studies,Semester 2,74,30,33,Under-7,6.6,66,57,4,M,1
FHS1591,Male,Grade 11,Science,11A,A,48,Life Orientation,Semester 2,74,58,54,Under-7,17.9,75,81,7,H,1
FHS1592,Male,Grade 11,Commerce,11B,B,38,Mathematics,Semester 2,74,32,33,Above-7,7.9,70,28,1,L,0
FHS1593,Male,Grade 11,Science,11A,A,38,Mathematics,Semester 1,63,46,51,Under-7,19.9,57,47,3,M,1
FHS1594,Male,Grade 11,Science,11A,A,35,Life Sciences,Semester 1,75,61,79,Under-7,18.9,73,71,6,H,1
FHS1595,Female,Grade 11,Commerce,11B,B,38,English FAL,Semester 1,99,22,45,Above-7,13.6,63,54,4,M,1
FHS1596,Female,Grade 11,Science,11A,A,35,Life Orientation,Semester 1,36,14,4,Under-7,8.1,25,34,2,L,0
FHS1597,Female,Grade 11,Science,11A,A,32,Information Technology,Semester 1,51,22,16,Under-7,10.0,33,33,2,L,0
FHS1598,Male,Grade 11,Tourism,11C,C,35,Geography,Semester 1,73,71,32,Under-7,5.0,74,56,4,M,1
FHS1599,Male,Grade 11,Commerce,11B,B,45,Accounting,Semester 1,24,5,36,Above-7,5.0,39,6,1,L,0
FHS1600,Female,Grade 11,Science,11A,A,38,Geography,Semester 1,99,30,69,Above-7,14.8,84,48,3,M,1
FHS1601,Male,Grade 12,Science,12A,A,42,English FAL,Semester 2,71,50,61,Under-7,21.1,86,68,5,M,1
FHS1602,Male,Grade 12,Science,12A,A,35,Life Orientation,Semester 1,65,66,84,Under-7,16.4,60,80,7,H,1
FHS1603,Male,Grade 12,Science,12A,A,35,Information Technology,Semester 1,29,40,34,Above-7,5.8,36,14,1,L,0
FHS1604,Male,Grade 12,Science,12A,A,38,Information Technology,Semester 2,75,41,43,Under-7,15.6,83,60,5,M,1
FHS1605,Male,Grade 12,Science,12A,A,38,Life Sciences,Semester 1,26,35,50,Under-7,6.5,47,40,3,M,1
FHS1606,Female,Grade 12,Science,12A,A,42,Life Orientation,Semester 1,83,45,65,Under-7,20.3,77,69,5,M,1
FHS1607,Female,Grade 12,Science,12A,A,45,Geography,Semester 1,88,50,78,Under-7,14.3,78,64,5,M,1
FHS1608,Female,Grade 12,Tourism,12C,C,35,Mathematical Literacy,Semester 1,69,33,48,Under-7,9.3,75,48,3,M,1
FHS1609,Male,Grade 12,Tourism,12C,C,38,English FAL,Semester 1,78,45,59,Above-7,17.6,55,57,4,M,1
FHS1610,Male,Grade 12,Commerce,12B,B,35,Business Studies,Semester 1,44,40,29,Above-7,9.0,29,29,1,L,0
FHS1611,Male,Grade 12,Commerce,12B,B,42,Accounting,Semester 1,55,36,28,Above-7,3.2,28,5,1,L,0
FHS1612,Male,Grade 12,Tourism,12C,C,45,Mathematical Literacy,Semester 2,89,43,52,Above-7,15.7,78,53,4,M,1
FHS1613,Male,Grade 12,Commerce,12B,B,35,Accounting,Semester 2,97,51,37,Under-7,12.2,86,67,5,M,1
FHS1614,Male,Grade 12,Science,12A,A,35,Life Sciences,Semester 1,30,46,40,Under-7,7.9,61,48,3,M,1
FHS1615,Female,Grade 12,Science,12A,A,35,English FAL,Semester 2,30,26,39,Above-7,10.4,61,22,1,L,0
FHS1616,Female,Grade 12,Science,12A,A,45,Life Orientation,Semester 1,65,60,77,Under-7,17.5,75,76,6,H,1
FHS1617,Female,Grade 12,Commerce,12B,B,38,Life Orientation,Semester 2,44,11,37,Under-7,12.1,69,59,4,M,1
FHS1618,Male,Grade 12,Science,12A,A,35,English FAL,Semester 1,54,50,39,Above-7,6.5,55,29,1,L,0
FHS1619,Male,Grade 12,Commerce,12B,B,35,Business Studies,Semester 2,61,50,26,Under-7,11.1,69,51,4,M,1
FHS1620,Male,Grade 12,Commerce,12B,B,45,Mathematical Literacy,Semester 2,82,26,48,Under-7,17.8,94,56,4,M,1
FHS1621,Male,Grade 12,Science,12A,A,42,Physical Sciences,Semester 1,31,26,53,Above-7,10.0,28,18,1,L,0
FHS1622,Male,Grade 12,Commerce,12B,B,45,Life Orientation,Semester 1,42,14,44,Above-7,4.2,28,16,1,L,0
FHS1623,Male,Grade 12,Science,12A,A,45,Life Sciences,Semester 2,72,47,23,Under-7,9.4,53,34,2,L,0
FHS1624,Female,Grade 12,Commerce,12B,B,48,Life Orientation,Semester 2,55,29,11,Under-7,9.3,54,52,4,M,1
FHS1625,Male,Grade 12,Commerce,12B,B,38,Mathematics,Semester 2,75,14,30,Above-7,18.7,64,10,1,L,0
FHS1626,Male,Grade 12,Science,12A,A,35,Life Orientation,Semester 1,64,72,79,Under-7,15.3,80,89,7,H,1
FHS1627,Female,Grade 12,Commerce,12B,B,45,Mathematical Literacy,Semester 2,61,45,52,Under-7,12.4,70,50,4,M,1
FHS1628,Female,Grade 12,Tourism,12C,C,32,Life Orientation,Semester 1,92,54,39,Under-7,13.8,74,80,7,H,1
FHS1629,Male,Grade 12,Science,12A,A,38,Life Sciences,Semester 2,44,42,52,Under-7,11.8,54,42,3,M,1
FHS1630,Female,Grade 12,Commerce,12B,B,45,Economics,Semester 1,44,19,15,Above-7,5.0,55,19,1,L,0
FHS1631,Male,Grade 12,Tourism,12C,C,42,English FAL,Semester 2,54,7,65,Under-7,15.0,79,41,3,M,1
FHS1632,Female,Grade 12,Science,12A,A,38,Life Orientation,Semester 1,64,38,71,Above-7,17.2,73,61,5,M,1
FHS1633,Female,Grade 12,Science,12A,A,35,Mathematics,Semester 2,87,29,53,Above-7,20.3,63,46,3,M,1
FHS1634,Female,Grade 12,Tourism,12C,C,35,Life Orientation,Semester 1,74,76,58,Under-7,16.1,82,73,6,H,1
FHS1635,Female,Grade 12,Tourism,12C,C,38,Life Orientation,Semester 2,55,45,57,Above-7,13.5,36,41,3,M,1
FHS1636,Female,Grade 12,Tourism,12C,C,32,Geography,Semester 1,80,58,85,Under-7,21.7,92,89,7,H,1
FHS1637,Female,Grade 12,Science,12A,A,35,Physical Sciences,Semester 2,31,4,15,Above-7,4.2,35,5,1,L,0
FHS1638,Female,Grade 12,Science,12A,A,48,Mathematics,Semester 2,70,57,32,Under-7,17.1,88,59,4,M,1
FHS1639,Female,Grade 12,Commerce,12B,B,38,Accounting,Semester 2,28,43,15,Under-7,3.2,31,11,1,L,0
FHS1640,Female,Grade 12,Science,12A,A,38,Physical Sciences,Semester 1,59,87,85,Under-7,16.6,73,65,5,M,1
FHS1641,Female,Grade 12,Science,12A,A,35,Life Sciences,Semester 1,0,17,49,Above-7,3.2,21,5,1,L,0
FHS1642,Male,Grade 12,Commerce,12B,B,38,Business Studies,Semester 2,62,34,62,Above-7,7.9,67,48,3,M,1
FHS1643,Female,Grade 12,Science,12A,A,38,Geography,Semester 1,67,25,41,Above-7,17.5,86,40,3,M,1
FHS1644,Male,Grade 12,Commerce,12B,B,35,Mathematics,Semester 1,26,44,54,Above-7,6.4,15,8,1,L,0
FHS1645,Male,Grade 12,Commerce,12B,B,32,Mathematics,Semester 2,39,16,31,Under-7,4.8,47,24,1,L,0
FHS1646,Male,Grade 12,Science,12A,A,42,Information Technology,Semester 2,57,29,38,Under-7,9.3,45,51,4,M,1
FHS1647,Female,Grade 12,Science,12A,A,38,Life Orientation,Semester 2,70,49,68,Under-7,9.9,69,70,6,H,1
FHS1648,Female,Grade 12,Tourism,12C,C,42,Mathematical Literacy,Semester 1,47,37,42,Under-7,19.4,70,52,4,M,1
FHS1649,Female,Grade 12,Commerce,12B,B,35,Business Studies,Semester 2,86,45,62,Under-7,21.9,71,77,6,H,1
FHS1650,Female,Grade 12,Science,12A,A,42,Life Orientation,Semester 2,60,46,64,Under-7,13.9,76,59,4,M,1
FHS1651,Male,Grade 12,Commerce,12B,B,32,English FAL,Semester 2,64,50,54,Under-7,12.0,59,37,2,L,0
FHS1652,Female,Grade 12,Science,12A,A,42,Geography,Semester 2,37,0,35,Under-7,6.9,46,25,1,L,0
FHS1653,Female,Grade 12,Commerce,12B,B,38,Economics,Semester 2,53,60,84,Above-7,16.0,64,48,3,M,1
FHS1654,Male,Grade 12,Commerce,12B,B,42,Life Orientation,Semester 1,60,23,14,Under-7,17.4,54,47,3,M,1
FHS1655,Female,Grade 12,Tourism,12C,C,32,History,Semester 2,66,26,61,Under-7,17.3,57,51,4,M,1
FHS1656,Female,Grade 12,Commerce,12B,B,35,Mathematics,Semester 2,34,68,7,Under-7,9.5,44,15,1,L,0
FHS1657,Male,Grade 12,Science,12A,A,45,Life Orientation,Semester 2,78,58,79,Under-7,10.9,64,60,5,M,1
FHS1658,Male,Grade 12,Commerce,12B,B,35,Business Studies,Semester 1,68,35,38,Above-7,16.6,94,48,3,M,1
FHS1659,Male,Grade 12,Tourism,12C,C,38,English FAL,Semester 2,51,27,10,Under-7,7.7,51,28,1,L,0
FHS1660,Male,Grade 12,Commerce,12B,B,38,Mathematical Literacy,Semester 2,99,49,72,Under-7,13.6,66,76,6,H,1
FHS1661,Male,Grade 12,Tourism,12C,C,35,Geography,Semester 1,73,37,47,Above-7,13.0,68,45,3,M,1
FHS1662,Female,Grade 12,Commerce,12B,B,32,Life Orientation,Semester 1,57,41,93,Under-7,16.3,76,68,5,M,1
FHS1663,Male,Grade 12,Tourism,12C,C,35,History,Semester 1,86,85,73,Under-7,19.1,91,72,6,H,1
FHS1664,Male,Grade 12,Commerce,12B,B,38,Mathematical Literacy,Semester 2,44,72,23,Above-7,15.1,68,42,3,M,1
FHS1665,Female,Grade 12,Commerce,12B,B,35,Business Studies,Semester 1,99,70,84,Under-7,23.0,97,98,7,H,1
FHS1666,Male,Grade 12,Tourism,12C,C,42,English FAL,Semester 2,40,36,57,Above-7,9.4,65,27,1,L,0
FHS1667,Male,Grade 12,Commerce,12B,B,45,Mathematics,Semester 2,51,49,36,Under-7,7.7,60,40,3,M,1
FHS1668,Female,Grade 12,Science,12A,A,32,English FAL,Semester 2,45,41,22,Under-7,11.5,72,45,3,M,1
FHS1669,Female,Grade 12,Commerce,12B,B,38,English FAL,Semester 2,87,63,48,Under-7,14.1,77,59,4,M,1
FHS1670,Female,Grade 12,Science,12A,A,42,Mathematics,Semester 2,80,55,41,Under-7,14.0,68,54,4,M,1
FHS1671,Female,Grade 12,Science,12A,A,32,English FAL,Semester 1,67,55,37,Above-7,14.5,54,42,3,M,1
FHS1672,Female,Grade 12,Commerce,12B,B,38,Business Studies,Semester 1,72,44,66,Under-7,16.7,75,68,5,M,1
FHS1673,Male,Grade 12,Science,12A,A,35,Life Sciences,Semester 1,68,49,53,Under-7,11.4,70,51,4,M,1
FHS1674,Male,Grade 12,Commerce,12B,B,38,Mathematics,Semester 1,32,70,42,Under-7,9.9,74,52,4,M,1
FHS1675,Male,Grade 12,Commerce,12B,B,32,Accounting,Semester 2,88,45,79,Under-7,14.2,71,58,4,M,1
FHS1676,Female,Grade 12,Commerce,12B,B,42,Life Orientation,Semester 1,69,54,59,Under-7,16.5,83,76,6,H,1
FHS1677,Female,Grade 12,Science,12A,A,35,Physical Sciences,Semester 1,15,4,26,Under-7,9.1,54,17,1,L,0
FHS1678,Male,Grade 12,Science,12A,A,35,Mathematics,Semester 1,57,37,32,Under-7,13.0,65,37,2,L,0
FHS1679,Female,Grade 12,Tourism,12C,C,48,Geography,Semester 1,60,33,47,Under-7,11.7,63,56,4,M,1
FHS1680,Male,Grade 12,Science,12A,A,42,Geography,Semester 2,49,42,68,Under-7,13.9,71,56,4,M,1
FHS1681,Male,Grade 12,Tourism,12C,C,38,Life Orientation,Semester 2,76,68,36,Under-7,17.3,89,83,7,H,1
FHS1682,Male,Grade 12,Tourism,12C,C,38,Mathematical Literacy,Semester 1,99,56,99,Under-7,23.4,84,79,6,H,1
FHS1683,Male,Grade 12,Science,12A,A,32,Life Orientation,Semester 2,50,50,43,Under-7,11.9,66,53,4,M,1
FHS1684,Female,Grade 12,Commerce,12B,B,42,English FAL,Semester 1,43,15,65,Under-7,8.4,38,26,1,L,0
FHS1685,Female,Grade 12,Science,12A,A,38,Life Orientation,Semester 2,95,85,60,Under-7,16.0,84,83,7,H,1
FHS1686,Female,Grade 12,Science,12A,A,42,Life Sciences,Semester 2,60,77,75,Above-7,13.9,62,46,3,M,1
FHS1687,Female,Grade 12,Science,12A,A,32,Life Orientation,Semester 1,29,22,7,Under-7,2.0,35,11,1,L,0
FHS1688,Male,Grade 12,Science,12A,A,42,Mathematics,Semester 1,43,15,58,Above-7,10.1,63,27,1,L,0
FHS1689,Female,Grade 12,Commerce,12B,B,35,Accounting,Semester 1,80,38,53,Under-7,17.6,81,66,5,M,1
FHS1690,Male,Grade 12,Tourism,12C,C,38,Geography,Semester 2,79,66,67,Under-7,15.8,70,72,6,H,1
FHS1691,Male,Grade 12,Commerce,12B,B,32,Economics,Semester 2,48,26,53,Above-7,17.1,70,43,3,M,1
FHS1692,Male,Grade 12,Commerce,12B,B,32,Mathematical Literacy,Semester 2,56,57,65,Under-7,14.7,51,57,4,M,1
FHS1693,Male,Grade 12,Science,12A,A,32,Information Technology,Semester 1,61,50,38,Under-7,17.1,75,51,4,M,1
FHS1694,Male,Grade 12,Science,12A,A,38,Information Technology,Semester 1,31,43,47,Under-7,11.2,45,37,2,L,0
FHS1695,Male,Grade 12,Tourism,12C,C,35,Geography,Semester 1,51,37,24,Under-7,9.8,60,49,3,M,1
FHS1696,Female,Grade 12,Tourism,12C,C,42,History,Semester 1,76,23,57,Under-7,15.0,61,63,5,M,1
FHS1697,Female,Grade 12,Science,12A,A,38,English FAL,Semester 1,46,56,31,Under-7,9.1,57,61,5,M,1
FHS1698,Female,Grade 12,Tourism,12C,C,35,Mathematical Literacy,Semester 2,28,53,24,Above-7,3.2,61,22,1,L,0
FHS1699,Female,Grade 12,Commerce,12B,B,42,Mathematics,Semester 2,23,11,62,Under-7,5.5,33,18,1,L,0
FHS1700,Male,Grade 12,Science,12A,A,38,Mathematics,Semester 1,39,62,46,Under-7,9.3,46,40,3,M,1
FHS1701,Female,Grade 12,Tourism,12C,C,32,Tourism,Semester 1,81,61,55,Under-7,17.9,87,97,7,H,1
FHS1702,Female,Grade 12,Tourism,12C,C,48,Mathematical Literacy,Semester 2,10,31,52,Above-7,4.5,43,5,1,L,0
FHS1703,Male,Grade 12,Tourism,12C,C,32,History,Semester 1,45,26,33,Under-7,11.1,45,50,4,M,1
FHS1704,Male,Grade 12,Commerce,12B,B,38,Mathematics,Semester 1,93,45,48,Under-7,18.2,98,68,5,M,1
FHS1705,Male,Grade 12,Science,12A,A,45,Information Technology,Semester 2,61,48,46,Under-7,15.9,63,47,3,M,1
FHS1706,Female,Grade 12,Science,12A,A,35,Mathematics,Semester 1,66,66,69,Under-7,19.9,85,68,5,M,1
FHS1707,Male,Grade 12,Science,12A,A,35,Life Orientation,Semester 2,63,19,55,Above-7,7.9,28,25,1,L,0
FHS1708,Female,Grade 12,Commerce,12B,B,32,Life Orientation,Semester 2,39,32,27,Above-7,10.6,58,38,2,L,0
FHS1709,Female,Grade 12,Tourism,12C,C,38,English FAL,Semester 1,83,19,54,Above-7,14.6,79,46,3,M,1
FHS1710,Female,Grade 12,Tourism,12C,C,48,Geography,Semester 2,42,33,50,Under-7,8.6,46,31,2,L,0
FHS1711,Male,Grade 12,Science,12A,A,45,Life Sciences,Semester 1,76,48,77,Under-7,17.1,70,70,6,H,1
FHS1712,Female,Grade 12,Tourism,12C,C,42,Mathematical Literacy,Semester 2,86,68,56,Under-7,14.3,82,68,5,M,1
FHS1713,Male,Grade 12,Tourism,12C,C,38,History,Semester 1,18,37,23,Under-7,5.3,25,14,1,L,0
FHS1714,Female,Grade 12,Tourism,12C,C,42,Tourism,Semester 2,42,32,81,Under-7,11.5,48,65,5,M,1
FHS1715,Female,Grade 12,Science,12A,A,42,English FAL,Semester 2,47,38,78,Above-7,5.1,61,31,2,L,0
FHS1716,Male,Grade 12,Science,12A,A,35,English FAL,Semester 2,66,40,43,Under-7,14.8,93,68,5,M,1
FHS1717,Male,Grade 12,Commerce,12B,B,42,Mathematics,Semester 1,48,13,19,Above-7,11.4,18,5,1,L,0
FHS1718,Male,Grade 12,Commerce,12B,B,35,Mathematical Literacy,Semester 1,33,36,42,Under-7,10.4,56,46,3,M,1
FHS1719,Female,Grade 12,Science,12A,A,42,Mathematics,Semester 1,50,34,56,Under-7,12.7,55,31,2,L,0
FHS1720,Male,Grade 12,Science,12A,A,38,English FAL,Semester 1,80,60,57,Above-7,19.4,79,55,4,M,1
FHS1721,Male,Grade 12,Science,12A,A,42,Physical Sciences,Semester 2,62,49,53,Under-7,9.4,53,44,3,M,1
FHS1722,Female,Grade 12,Commerce,12B,B,38,Economics,Semester 2,67,69,64,Under-7,17.7,85,67,5,M,1
FHS1723,Male,Grade 12,Science,12A,A,42,Geography,Semester 2,89,93,99,Under-7,14.7,100,86,7,H,1
FHS1724,Female,Grade 12,Commerce,12B,B,32,Life Orientation,Semester 1,71,40,50,Under-7,15.0,53,67,5,M,1
FHS1725,Male,Grade 12,Science,12A,A,45,English FAL,Semester 1,99,58,50,Under-7,22.3,84,86,7,H,1
FHS1726,Female,Grade 12,Science,12A,A,35,Life Orientation,Semester 1,99,69,65,Under-7,19.4,90,88,7,H,1
FHS1727,Female,Grade 12,Science,12A,A,42,Physical Sciences,Semester 2,57,43,80,Under-7,18.6,79,60,5,M,1
FHS1728,Female,Grade 12,Tourism,12C,C,35,Mathematical Literacy,Semester 2,90,50,45,Under-7,14.7,92,87,7,H,1
FHS1729,Female,Grade 12,Science,12A,A,42,English FAL,Semester 2,73,51,76,Under-7,20.3,84,72,6,H,1
FHS1730,Female,Grade 12,Science,12A,A,48,Life Sciences,Semester 1,73,57,48,Under-7,24.2,85,65,5,M,1
FHS1731,Female,Grade 12,Tourism,12C,C,35,Tourism,Semester 1,48,7,34,Above-7,4.3,62,22,1,L,0
FHS1732,Female,Grade 12,Science,12A,A,42,Life Orientation,Semester 2,23,0,42,Under-7,4.8,49,29,1,L,0
FHS1733,Male,Grade 12,Commerce,12B,B,35,Mathematical Literacy,Semester 2,77,33,36,Under-7,14.6,72,48,3,M,1
FHS1734,Male,Grade 12,Commerce,12B,B,35,Business Studies,Semester 1,51,58,40,Under-7,9.9,60,50,4,M,1
FHS1735,Male,Grade 12,Science,12A,A,42,Geography,Semester 1,37,39,10,Under-7,19.3,42,50,4,M,1
FHS1736,Female,Grade 12,Science,12A,A,35,Mathematics,Semester 1,48,9,43,Under-7,7.3,65,29,1,L,0
FHS1737,Male,Grade 12,Science,12A,A,38,Life Orientation,Semester 2,33,7,64,Under-7,13.1,61,41,3,M,1
FHS1738,Female,Grade 12,Tourism,12C,C,42,Tourism,Semester 2,39,2,20,Above-7,2.0,34,6,1,L,0
